path,filename,datetime,scene,scene_probs,wedding_moment,wedding_moment_confidence,moment_score,gps_lat,gps_lon,flags,elapsed_s,subject_fraction,laplacian_global,laplacian_subject,mean_luma,highlight_clip_pct,shadow_clip_pct,scene_confidence,horizon_tilt_deg,rule_of_thirds_offset,composition_score,canon_zone_distribution_kl,canon_zone_clip_pct,canon_midgray_offset,canon_symmetry,canon_diagonal_energy,canon_balance,canon_thirds_concentration,canon_lead_room,canon_figure_ground,canon_mono_channel_delta,canon_long_exposure_score,img_width,img_height,face_clusters,gps_cluster_id,cluster_id,decision,reason,score_final,score_sharpness,score_composition,score_exposure,score_aesthetic,score_moment,peak_rank,is_burst_peak,burst_peak_reason,rubric_technical_stars,rubric_technical_pass,rubric_subject_stars,rubric_subject_pass,rubric_composition_stars,rubric_composition_pass,rubric_light_stars,rubric_light_pass,rubric_moment_stars,rubric_moment_pass,rubric_aesthetic_stars,rubric_aesthetic_pass,model_technical_stars,model_subject_stars,model_composition_stars,model_light_stars,model_moment_stars,model_aesthetic_stars
samples/input/3J0A8470.jpg,3J0A8470.jpg,2022-09-25 05:44:54,landscape,"{'portrait': 0.00018857576352529056, 'wildlife': 0.008100555822941103, 'event': 0.022908109256289663, 'stilllife': 1.5346590117032722e-05, 'landscape': 0.6219726165181572, 'street': 0.0003259338200570745, 'architecture': 0.004802597912842314, 'documentary': 0.21346704021662705, 'fashion': 0.0003442520608502505, 'macro': 1.2144953230240168e-05, 'food': 2.4375150891161663e-05, 'sports': 0.0014122615407442497, 'astro': 0.0003882467286810856, 'abstract': 0.12603794366504634}",,,,,,aesthetic_unavailable,18.403961896896362,0.03835637300843486,2415.5581168972367,437.747069927589,162.21776476101218,5.857544517338331e-05,0.00017572633552014996,0.6219726165181572,2.232426234820731,0.16002522326630836,0.7977597829312071,0.49241239972067574,2.4306826500732065e-05,0.008057618780407894,0.8461961299180984,0.3577660620212555,0.8502819687128067,0.49075567722320557,0.9679796443446247,1.0,0.04271984100341797,0.6692399853190222,1600,1067,[],,0,keep,score=0.78,0.775621042139863,1.0,0.7977597829312071,0.9999882849109653,0.4642857142857143,0.5,0,True,,5.0,1.0,4.25,1.0,5.0,0.728813559322034,5.0,1.0,,,,,5.0,4.989413526020015,4.010632525143765,4.8388461762637585,3.7958292642404294,1.053181893619235
samples/input/3J0A8471.jpg,3J0A8471.jpg,2022-09-25 05:45:06,landscape,"{'portrait': 0.00024448194738062263, 'wildlife': 0.010949124122614616, 'event': 0.013138647413511634, 'stilllife': 2.8567217316432078e-05, 'landscape': 0.5956712229699503, 'street': 0.0004379544465636498, 'architecture': 0.0031568017019226267, 'documentary': 0.2430566595333532, 'fashion': 0.0004002956941193734, 'macro': 2.0358917686275132e-05, 'food': 2.9216140353292136e-05, 'sports': 0.0018908638929383283, 'astro': 0.0004775685150066819, 'abstract': 0.13049823748728295}",,,,,,aesthetic_unavailable,18.407633781433105,0.0386287488284911,1609.3328996267305,360.84457825736183,163.14429768041236,0.0,0.00011715089034676662,0.5956712229699503,-12.116861929122589,0.11498901946526408,0.31767289537584925,0.5129887818076033,7.149066617862372e-06,0.008325983577887053,0.8177528977394104,0.3436333239078522,0.834498330950737,0.4681539963930845,0.9722584807802069,1.0,0.04652095586061478,0.6872745765684442,1600,1067,[],,1,keep,score=0.68,0.679604836137695,1.0,0.31767289537584925,0.9999941424554827,0.4642857142857143,0.5,0,True,,4.32,0.7307692307692307,4.25,1.0,4.21,0.5593220338983051,5.0,1.0,,,,,5.0,5.0,3.6374053396048676,4.8825706787539636,3.7405279483208536,1.074382526908973
samples/input/3J0A8472.jpg,3J0A8472.jpg,2022-09-25 05:45:15,landscape,"{'portrait': 0.00021773204517623926, 'wildlife': 0.004095596482763375, 'event': 0.019320385042412826, 'stilllife': 3.306773694811337e-05, 'landscape': 0.8054681566745668, 'street': 0.00024677541950952696, 'architecture': 0.024955985766385396, 'documentary': 0.06917646767742809, 'fashion': 0.00033832746946681793, 'macro': 7.996683037959974e-06, 'food': 8.851410996741813e-06, 'sports': 0.0009074279266403137, 'astro': 0.00025939502224824366, 'abstract': 0.07496383464241946}",,,,,,aesthetic_unavailable,18.400381326675415,0.02290475632614808,1357.1129175234391,499.95044295270793,141.10857895970008,0.0,0.0015815370196813495,0.8054681566745668,8.798476669586949,0.13033637114021834,0.47365287949485757,0.34201804522131946,0.041794873261346996,0.004562206825351134,0.8510743975639343,0.31854143738746643,0.8125293105840683,0.47823449969291687,0.9835086085115033,1.0,0.1082620918750763,0.7681316118833318,1600,1067,[],,2,keep,score=0.71,0.7107861891002033,1.0,0.47365287949485757,0.9999209231490159,0.4642857142857143,0.5,0,True,,5.0,1.0,4.25,1.0,5.0,0.728813559322034,5.0,1.0,,,,,4.977448624218373,2.323066998290811,3.782597762996,4.881179391972487,3.0830030866194114,1.3572768781917677
samples/input/3J0A8473.jpg,3J0A8473.jpg,2022-09-25 05:45:57,abstract,"{'portrait': 5.944819187840718e-05, 'wildlife': 0.0046154319090588505, 'event': 0.0013532449737233758, 'stilllife': 5.77646325326806e-06, 'landscape': 0.03376144226175078, 'street': 2.1492037820978646e-05, 'architecture': 0.0004285052289676538, 'documentary': 0.35450831308982683, 'fashion': 7.55079606097428e-05, 'macro': 4.7215768773915005e-05, 'food': 4.997524990244455e-05, 'sports': 0.0002114710342234825, 'astro': 0.0003768189700119708, 'abstract': 0.6044853568601982}",,,,,,aesthetic_unavailable,18.41527819633484,0.1048096298031865,2782.2419450408847,5547.395859628065,166.078410262418,0.0,0.0,0.6044853568601982,2.3970285300595955,0.10098908108403191,0.8765348171527534,0.6550907596280732,6.863103953147877e-05,0.0026104825615798077,0.7297579646110535,0.3804662227630615,0.8949766531586647,0.4867866635322571,0.8854310842224276,0.861294619222559,0.026757141575217247,0.0,1600,1067,[],,3,keep,score=0.79,0.7913783920019792,1.0,0.8765348171527534,1.0,0.4642857142857143,0.5,0,True,,4.39,0.8478260869565216,,,5.0,0.8367346938775511,5.0,1.0,,,,,5.0,5.0,4.156953355275748,4.796610358516,3.8398279419651495,1.082724798485677
samples/input/3J0A8474.jpg,3J0A8474.jpg,2022-09-25 05:46:00,abstract,"{'portrait': 5.513713569656384e-05, 'wildlife': 0.004107393415649696, 'event': 0.0016324655214458707, 'stilllife': 6.289181690967042e-06, 'landscape': 0.03470291505586667, 'street': 2.6645771884819638e-05, 'architecture': 0.0005076103161593015, 'documentary': 0.32387207645830196, 'fashion': 8.479848330097656e-05, 'macro': 4.385334309544757e-05, 'food': 4.3611238869637266e-05, 'sports': 0.00039463496107010077, 'astro': 0.00024489330653270643, 'abstract': 0.6342776758104353}",,,,,,aesthetic_unavailable,1.8835279941558838,0.09878221649484537,3342.2846075372036,6072.488801980485,163.47515756794752,0.0,0.00017572633552014996,0.6342776758104353,2.381081720888765,0.09788930056578558,0.8947688202012613,0.6108085070893955,0.0002673750915080527,0.0025779231428206817,0.722907304763794,0.3820592761039734,0.8979901447892189,0.48607638478279114,0.8919285719061085,0.8821685765906834,0.026059024035930634,0.0,1600,1067,[],,4,keep,score=0.80,0.7950234353483256,1.0,0.8947688202012613,0.999991213683224,0.4642857142857143,0.5,0,True,,4.39,0.8478260869565216,,,5.0,0.8367346938775511,5.0,1.0,,,,,5.0,5.0,4.160210021573228,4.796610358516,3.9426069647786313,1.0819715102658238
samples/input/3J0A8475.jpg,3J0A8475.jpg,2022-09-25 05:46:04,abstract,"{'portrait': 5.797881128761091e-05, 'wildlife': 0.0037560562748538656, 'event': 0.0011715912451924844, 'stilllife': 8.943439383112648e-06, 'landscape': 0.025680426031805183, 'street': 2.467640943262061e-05, 'architecture': 0.0004552469100809502, 'documentary': 0.33382456860309895, 'fashion': 6.945722305770869e-05, 'macro': 4.717933908723548e-05, 'food': 5.0318220406029665e-05, 'sports': 0.00025120367036556924, 'astro': 0.0003505063096882368, 'abstract': 0.6342518475122604}",,,,,,aesthetic_unavailable,2.010282039642334,0.08508727741330833,4684.096886050282,6194.470034978702,163.28887007966262,0.0008200562324273664,0.002753045923149016,0.6342518475122604,-3.2878730743799016,0.1067057645301579,0.8429072674696594,0.6015424967452986,0.00041750549048316253,0.0022526708784365024,0.7123575508594513,0.38248491287231445,0.8940092697739601,0.48936082422733307,0.9194473950308935,0.9649346575074377,0.024664578959345818,0.0,1600,1067,[],,5,keep,score=0.78,0.7846171510438047,1.0,0.8429072674696594,0.9998213448922212,0.4642857142857143,0.5,0,True,,4.39,0.8478260869565216,,,5.0,0.8367346938775511,5.0,1.0,,,,,5.0,4.987932022148054,4.223653409045568,4.798189107628212,3.8564596512168614,1.072277285870493
samples/input/3J0A8476.jpg,3J0A8476.jpg,2022-09-25 05:46:12,abstract,"{'portrait': 5.757311155306742e-05, 'wildlife': 0.004762884523734392, 'event': 0.00211995673174904, 'stilllife': 5.434598561604812e-06, 'landscape': 0.03285566210680733, 'street': 2.3218731507286697e-05, 'architecture': 0.0004907834195475648, 'documentary': 0.40470665426227265, 'fashion': 5.6069299032061545e-05, 'macro': 3.869417836945801e-05, 'food': 3.1675347125506024e-05, 'sports': 0.00029744020969532377, 'astro': 0.00029348862717506173, 'abstract': 0.5542604648528696}",,,,,,aesthetic_unavailable,1.8681108951568604,0.08410731021555763,3574.9068935722476,4348.295158703206,137.56274777413307,0.0,0.007204779756326148,0.5542604648528696,-6.4698199851731735,0.10465280537301642,0.8549834978057858,0.43407406005057964,0.001238218338213763,0.007734934327572995,0.7314378321170807,0.3827739655971527,0.9110804200172424,0.48442473262548447,0.9203430428193471,0.8790006575479019,0.024272654205560684,0.0,1600,1067,[],,6,keep,score=0.79,0.7869960803350224,1.0,0.8549834978057858,0.9996397610121837,0.4642857142857143,0.5,0,True,,5.0,1.0,,,5.0,0.8367346938775511,5.0,1.0,,,,,5.0,4.981746389467898,4.224397409256382,4.792998937730135,3.949144661785352,1.0724896748608392
samples/input/3J0A8477.jpg,3J0A8477.jpg,2022-09-25 05:46:21,abstract,"{'portrait': 5.476495301731123e-05, 'wildlife': 0.0029019146125623925, 'event': 0.001493729238904965, 'stilllife': 5.194296015019064e-06, 'landscape': 0.030377151133786924, 'street': 1.97014548013742e-05, 'architecture': 0.0006577428255967085, 'documentary': 0.26732303441731975, 'fashion': 6.429472037427993e-05, 'macro': 5.27896375570576e-05, 'food': 2.6687635682580614e-05, 'sports': 0.00025083374375173685, 'astro': 0.00022616119211721846, 'abstract': 0.6965460001385128}",,,,,,aesthetic_unavailable,2.159071922302246,0.08417408622305529,4187.266252852006,4843.72008986568,138.23674613402062,0.0,0.01962277413308341,0.6965460001385128,-5.39997342332506,0.10639041803431473,0.8447622468569722,0.4238905839204245,0.0015542070827232796,0.0066698345443866325,0.7276652157306671,0.38437309861183167,0.9083055928349495,0.48698630928993225,0.9202880945226237,0.8819659592550674,0.02343842387199402,0.0,1600,1067,[],,7,keep,score=0.78,0.7848276502014923,1.0,0.8447622468569722,0.9990188612933458,0.4642857142857143,0.5,0,True,,5.0,1.0,,,5.0,0.8367346938775511,5.0,1.0,,,,,5.0,4.981746389467898,4.224397409256382,4.793886091302529,3.9649624670586,1.0724896748608392
samples/input/3J0A8506.jpg,3J0A8506.jpg,2022-09-25 05:52:36,landscape,"{'portrait': 0.0003038384971739586, 'wildlife': 0.0020394910719985317, 'event': 0.0007364573936324764, 'stilllife': 9.967436261566262e-06, 'landscape': 0.9767568993613591, 'street': 5.865485911908675e-05, 'architecture': 0.0004545237534726549, 'documentary': 0.007397114994769451, 'fashion': 4.250388491905448e-05, 'macro': 2.8527693449012013e-06, 'food': 4.368558893679725e-07, 'sports': 8.611540970585118e-05, 'astro': 0.00048576130849650316, 'abstract': 0.011625382403857463}",,,,,,aesthetic_unavailable,1.6390690803527832,0.023025421743205248,242.065804794908,62.33130229391047,106.09919107310216,0.0,0.005330365510777882,0.9767568993613591,1.3169124057932626,0.09376182338036575,0.9676192391050218,0.5213293016033246,0.05028939421669107,0.0001462863222289057,0.9277632310986519,0.30060485005378723,0.7766794562339783,0.4115798007696867,0.9778826763170253,1.0,0.14491842687129974,0.19746998107118635,1600,1067,[],,8,keep,score=0.81,0.8095419727373252,1.0,0.9676192391050218,0.9997334817244611,0.4642857142857143,0.5,0,True,,4.83,0.8478260869565216,4.25,1.0,5.0,0.7407407407407408,5.0,1.0,,,,,4.863225830930683,5.0,4.508787207588034,4.808303089384121,3.3473827936756684,1.0858216207844957
samples/input/3J0A8507.jpg,3J0A8507.jpg,2022-09-25 05:52:46,landscape,"{'portrait': 0.00021623815164409455, 'wildlife': 0.002789208341772225, 'event': 0.0008527154182621017, 'stilllife': 6.0109106322560826e-06, 'landscape': 0.9832529189425054, 'street': 6.927461430256968e-05, 'architecture': 0.0006851866039011456, 'documentary': 0.005903529631178046, 'fashion': 4.869673364641049e-05, 'macro': 3.1178765143558e-06, 'food': 8.898446430234994e-07, 'sports': 0.00010515987074368928, 'astro': 0.0003787577176563959, 'abstract': 0.005688295342598126}",,,,,,aesthetic_unavailable,1.661742925643921,0.022792877225866915,480.3089508155708,190.9483107457201,148.60481373008435,0.0,0.00023430178069353325,0.9832529189425054,,0.0918628972763725,0.6720873005261824,0.624586501060963,0.013513165721083456,0.01508650474437101,0.8979201167821884,0.31067362427711487,0.7514150738716125,0.40241075586527586,0.9775442281676132,1.0,0.14755579829216003,0.35853936472563913,1600,1067,[],,9,keep,score=0.75,0.7504865456588581,1.0,0.6720873005261824,0.9999882849109654,0.4642857142857143,0.5,0,True,,4.83,0.8478260869565216,4.25,1.0,4.92,0.6956521739130436,5.0,1.0,,,,,4.67970428514627,2.3044416783325823,4.219295078088255,4.853318979384541,2.7580083483706135,1.3367529104963032
